FSR_0,FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,FSR_6,FSR_7,Swing time(s),Stride time(s),Swing percentage(%),Stride percentage(%),averageXAngleChange,뇌졸증 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.58,288.3,1975.05,824.73,765.92,3710.57,0,452.08,1026,2064,33.2,66.8,-10.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,408.78,0,304.07,0,0,1026,2056,33.29,66.71,6.81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499.14,662.65,2151.47,1986.52,1547.62,3747.86,0,447.78,1021,2056,33.18,66.82,-35.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,127.65,0,0,1021,1026,49.88,50.12,35.39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636.84,892.14,2491.4,2413.95,1365.47,2600.41,0,0,1041,1032,50.22,49.78,-0.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,174.99,0,0,0,0,1041,1023,50.44,49.56,-0.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370.05,557.95,930.87,1547.62,992.55,3734.95,0,367.46,1034,1023,50.27,49.73,-2.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,1034,1025,50.22,49.78,0.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.75,408.78,754.45,1365.47,857.72,3729.22,0,538.14,1020,1025,49.88,50.12,3.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,146.3,451.81,0,1230.64,0,0,1020,1021,49.98,50.02,29.93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.1,258.18,428.86,1015.49,675.56,2956.12,0,374.63,1017,1021,49.9,50.1,-32.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,236.66,444.64,0,1224.9,0,0,1017,1031,49.66,50.34,-2.64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288.3,428.86,476.19,827.6,709.99,3224.34,0,401.88,1028,1031,49.93,50.07,5.86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.18,638.27,1295.19,1840.22,1174.7,3240.11,0,3266.2,1022,1033,49.73,50.27,-1.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,167.81,0,504.88,0,0,0,321.56,1022,1034,49.71,50.29,6.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.75,622.49,1495.99,1901.9,900.75,2630.53,0,2602.12,1037,1034,50.07,49.93,-10.55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302.64,347.1,202.24,1121.63,866.33,2422.56,0,2685.31,1037,1034,50.07,49.93,-20.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.78,347.1,414.52,1507.46,1087.21,3288.88,0,3541.59,1037,1034,50.07,49.93,25.18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282.56,285.43,223.75,1461.57,1144.58,2980.5,0,2979.34,1037,1034,50.07,49.93,2.86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.15,294.03,870.63,1821.58,1249.29,2849.98,0,2768.5,1037,1034,50.07,49.93,-1.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,324.15,0,1705.4,0,0,0,0,1037,5141,16.79,83.21,-4.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312.68,415.95,915.09,1605,956.69,2914.53,0,3521.51,1027,1026,50.02,49.98,-0.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,1027,1024,50.07,49.93,17.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.32,197.94,195.07,920.83,535,788.87,0,1884.96,1027,1024,50.07,49.93,-17.36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.61,494.84,879.23,1775.68,966.73,2738.1,0,3287.72,2083,1024,67.04,32.96,5.66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,415.95,0,0,0,397.58,2083,1023,67.06,32.94,9.66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,351.41,0,0,0,1705.67,3101,1025,75.16,24.84,-7.91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,565.12,0,0,0,400.45,3101,1025,75.16,24.84,-1.55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.27,831.9,1455.83,1979.35,1059.96,2294.9,0,3065.4,2066,1025,66.84,33.16,-0.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,53.07,0,0,0,0,2066,1026,66.82,33.18,5.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312.68,415.95,915.09,1605,956.69,2914.53,0,3521.51,1027,1026,50.02,49.98,-2.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,1027,1024,50.07,49.93,1.71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.32,197.94,195.07,920.83,535,788.87,0,1884.96,1027,1024,50.07,49.93,51.37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.61,494.84,879.23,1775.68,966.73,2738.1,0,3287.72,2083,1024,67.04,32.96,-48.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,415.95,0,0,0,397.58,2083,1023,67.06,32.94,-6.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,239.53,566.55,0,64.54,0,0,121504,1027,99.16,0.84,3.41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533.56,745.84,1738.39,2006.6,1108.72,3809.54,0,239.8,4095,1027,79.95,20.05,-23.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,289.73,0,0,0,0,4095,1027,79.95,20.05,25.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496.27,847.68,2022.38,2217.45,1170.4,3407.93,0,0,1029,1027,50.05,49.95,-1.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.71,316.98,481.93,1777.11,818.99,3571.44,0,175.26,1029,1027,50.05,49.95,11.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.65,384.4,600.98,1612.17,833.34,3726.35,0,0,1029,1027,50.05,49.95,-14.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575.16,1041.31,1900.47,2918.83,1517.5,3207.13,0,366.02,1023,1026,49.93,50.07,1.69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,688.47,0,0,0,0,1023,2063,33.15,66.85,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121.63,2234.66,2977.64,3205.69,1797.2,1820.14,0,0,1031,2063,33.32,66.68,-5.65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,157.77,0,93.23,0,0,1031,1027,50.1,49.9,33.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,694.21,0,380.09,0,0,1031,1027,50.1,49.9,-29.98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635.4,972.46,2188.76,2389.57,770.23,942.34,0,0,2045,1027,66.57,33.43,-0.45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.97,764.49,986.81,2555.95,1114.46,3115.33,0,360.29,2045,1027,66.57,33.43,3.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,192.2,466.15,948.08,390.13,2092.66,0,169.52,1029,2047,33.45,66.55,-3.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958.12,1696.79,3297.49,2705.12,1108.72,1375.51,0,0,2045,2047,49.98,50.02,-14.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,156.34,0,0,0,0,2045,1025,66.61,33.39,15.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,447.51,678.43,0,47.33,0,0,2045,1025,66.61,33.39,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,691.34,0,0,0,0,1031,2060,33.35,66.65,-20.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427.43,684.17,1876.08,2190.2,1422.84,3720.61,0,575.43,23662,2060,91.99,8.01,15.53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,192.2,0,0,0,0,23662,1027,95.84,4.16,5.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,377.22,0,0,0,0,23662,1027,95.84,4.16,-0.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.89,639.7,794.61,1563.4,889.27,3694.79,0,716,2055,1027,66.68,33.32,-1.58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.54,324.15,434.6,1179.01,374.36,2862.89,0,234.07,2055,1027,66.68,33.32,-0.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,304.07,0,0,0,0,2055,2064,49.89,50.11,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.81,524.96,526.39,1576.31,896.45,3663.24,0,627.07,1035,2064,33.4,66.6,-5.74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.03,0,0,1054.22,411.65,2238.96,0,0,1035,1041,49.86,50.14,7.57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,316.98,0,0,0,0,1035,1041,49.86,50.14,-17.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.28,654.05,1349.69,1705.4,956.69,3813.84,0,705.95,2064,1041,66.47,33.53,19.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,261.05,0,0,0,0,2064,1030,66.71,33.29,1.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,156.34,457.55,0,0,0,0,2064,1030,66.71,33.29,5.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509.18,550.78,1166.1,2081.19,1289.45,3907.07,0,516.63,2036,1019,66.64,33.36,-4.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,306.94,0,0,0,0,2036,1030,66.41,33.59,-0.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,150.6,384.4,823.3,375.79,1801.5,0,125.06,2036,1030,66.41,33.59,0.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552.21,563.69,1259.33,1825.88,1025.53,3994.56,0,660.06,2053,1030,66.59,33.41,0.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,358.58,0,0,0,0,2053,1035,66.48,33.52,0.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.01,609.58,753.01,1579.18,1170.4,3800.93,0,614.16,1024,1035,49.73,50.27,-10.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,258.18,0,0,0,0,1024,1035,49.73,50.27,6.81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,167.81,477.63,0,152.04,0,0,1024,1035,49.73,50.27,-35.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.77,606.71,1171.83,2226.05,1471.61,4000.3,0,773.37,2075,1035,66.72,33.28,35.39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,354.28,0,0,0,0,2075,1033,66.76,33.24,-0.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.75,545.04,1100.12,2119.92,1417.1,4021.82,0,870.9,2052,1030,66.58,33.42,-0.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,232.36,0,0,0,0,2052,1019,66.82,33.18,-2.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,542.17,0,154.91,0,0,2052,1019,66.82,33.18,0.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892.14,1699.66,3499.73,2642.01,791.74,0,0,0,2053,1025,66.7,33.3,3.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,87.49,0,0,0,0,2053,1019,66.83,33.17,29.93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,414.52,906.49,1478.78,725.76,2524.39,0,129.36,1029,1019,50.24,49.76,-32.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,251,516.35,1005.45,196.5,1065.7,0,0,1029,1019,50.24,49.76,-2.64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,192.2,0,0,0,0,1029,2055,33.37,66.63,5.86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618.19,972.46,2274.82,2524.39,1421.41,3370.64,0,426.26,1031,2055,33.41,66.59,-1.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
